"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Russian Federation","RUS","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221700000","468700000","507430000","568400000","464990000","204310000","232200000","914690000","1295510000","2264130000","4189730000","6827240000","12104440000","19880620000","29718810000","21147740000","21453980000","26010470000","31647700000","37216680000","32640360000","19688840000","16244420000","20610140000","22308420000","22217240000","16872180000","16819550000","5803580000",
"Rwanda","RWA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","9679180.145","13498709.68","13789572.72","16207042.69","21797761.92","21213785.17","18912536.62","17586957.93","16641244.89","16474941.25","23586919.78","25018672.94","28280757.9","23281644.82","21432641.98","18000347.14","1702272.773","12687450.41","6896775.246","1106100.798","5567491.055","28149408.34","2795513.868","4019765.377","28024974.0854","32714482.701","31810000","29673117.2382","30620593.0314","","","","","","63603696.9447983","93816180.7646553","92730312.8316146","82872617.4081871","99070241.9850096","101923739.54277","102463730.789654","94286747.8082676","87250541.1734774","72408226.7524806","55651082.7506537","73393716.7471408","91742926.2851846",
"South Asia","SAS","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","10265247.8217","12665988.5678","58077274.8265","11218762.9346","30544220.8245","17143435.5524","16035903.2897","43633020.9272","31533486.5934","35464182.3219","46001547.5103","70402382.973","99889487.323","105525824.2492","114459784.831646","69240688.7864694","87637728.6488307","290224395.631357","383879883.969181","472059677.992493","600156253.933588","228418393.90945","119937499.329337","124208979.406248","569638915.310752","1020322396.78259","1482922459.13927","1582688754.95309","2025195053.67979","1741788603.37744","2080127964.96598","2621971981.8363","4701189758.24969","4201177508.73203","5454460712.62864","5523767734.61771","6396540145.97654","8117762336.95202","8044180133.17898","6483025388.32666","7239640556.17464","8775459507.23376","8804725345.86118","9767356853.90275","9049099493.91331","9080819248.04336","11064694623.0654",
"Saudi Arabia","SAU","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","207273315.4","267808471.7","391195251.5","518309875.5","554353271.5","988668579.1","1506355225","2844484375","3763943604","4094096191","5348102051","5346874512","5236254883","5284052246","5198590332","4800000000","4928000000","6501333496","8530666992","11221333333.3333","13728000000","13379200000","15696000000","18077866666.6667","16593866666.6667","15492533333.3333","15014400000","14934133333.3333","13958133333.3333","15390133333.3333","15119733333.3333","15853600000","14783280000","13555066666.6667","14303466666.6666","15942858666.6667","16435845333.3334","21696160000","26469733333.3333","27069005333.3333","28474925333.3333","29492573333.3334","34984186666.6667","36924240000","38787368000","37843205333.3333","36118961653.3333","33881511795.48","31197048533.3334","34595847461.3515","40735155495.4922","39349380601.6454",
"Sudan","SDN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","3446213.961","2877464.294","12210000.04","53200000.76","61254814.15","26001773.83","28615385.06","8000000","12182716.37","24040000.92","4137777.805","1088888.884","4377777.576","2100000","200000","200000.003","200000.003","200000.003","900000","649999.9762","400000","4600000","2700000","4400000","1900000","3590000","650000","2140000","1738017.97112797","2442585","2041564","2102552.75720931","78778.5188094297","788632.443267954","1706234.90104131","8021746.35903897","64367674.3370257","35611551.234338","89390261.9426543","112042591.036966","124699657.933114","208724835.982474","138816458.193823","199517746.225581","175696166.979737","247281848.600668",
"Senegal","SEN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","27751850.13","31729307.17","26951189.04","24015008.93","42542655.94","69104393.01","90874862.67","75515731.81","69140495.3","58598766.33","51835803.99","46899036.41","57896789.55","61124011.99","67249015.81","65609580.99","79407991.6188852","89434179.7814602","95998440.1781453","94115543.2580678","59851799.2733389","76350035.4252043","67922656.4938612","69784370.9629132","66535946.9912401","60841404.5995336","55028951.0452428","51317747.6470364","39519211.9061367","57218739.9054462","76963915.9603781","97769904.9493427","96492204.0531888","143429092.748697","144686085.21357","175124711.323493","216655705.582328","209403263.191383","220998137.720918","280522384.122023","300414902.270835","272324110.888509","388583223.220912","409389540.66878","591757306.271898","552837235.183161","527488850.702635","398853354.662113","",
"Singapore","SGP","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","6693410.397","3482626.915","3218930.006","3174031.496","4249210.358","3644002.676","5714240.074","4753097.057","5615348.61956013","6777788.00994566","5600901.60855162","2227287.93709219","5772692.63196806","8074224.14046214","8468021.76823698","2851806.92908372","2491875.87897028","5725338.75782196","6465012.21523775","2255440.11694263","1387110.84879854","1577012.88425061","1810704.70427531","2111119.92826019","11160985.1361472","12106463.8426753","13943460.8934904","39104831.410831","61708124.1205723","66854110.3083468","46602802.6528149","44826768.5460551","45891322.7949074","55643035.7621919","69187218.7297608","54704347.2035118","62632139.7324735","83345358.4532868","65712683.8748448","55072692.2029838","58922713.9087818",
"Sierra Leone","SLE","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","1524103.284","","1453194.499","742575.5262","557780.0274","431866.8544","111855.8943","364250.3023","264500.767","140438.2586","56125.6774974552","18960.9297627344","8809.83471215034","8458.76710826033","7499.06634493589","6753.03638363868","6407.94150309672","1528.30030082044","1406.99326817675","36747.6907983893","","339399.635392519","2616587.13068813","3403188.21095072","2604416.70506386","2366622.69268537","3883889.07649936","3787475.67382996","3215136.56647711","3491081.88427634","10570719.202145","20610760.5940469","20085152.9694684","8997559.77869679","6840003.96801435","6763601.76017169","5474298.47945103","4073973.56355576","7005877.64553058","8294458.3626165","7710762.9252128","8647625.52347246","",
"El Salvador","SLV","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","6400000.095","14760000.23","20879999.16","24120000.84","9119999.886","2079999.924","6800000.191","6800000.191","7280000.21","3440000.057","556454.3605","519999.9809","3700000.048","4039999.962","2803601.84959844","2382536.38253638","358815.907505233","229818.797453991","114563.94099957","799714.8633","1484865.79097658","913763.5827","342661.351","7000000","19200000","25700000","21600000","24300000","32300000","24000000","27980000","27530000","18500000","20033000","22092947","27192390.03","26897278.14","27678165.54","51051728.2","74340145.28","164990212.17","187453483.94","189760899.38","233048594.23","186719421.6","262174225.59","275518266.66",
"San Marino","SMR","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174826069.827061","191324973.387829","194851097.432522","190773004.71431","216150496.583962","",
"Somalia","SOM","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","746624.2909","1699761.748","2652899.027","5376569.271","2571629.047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129173103.860852","180041105.147301","152960965.767622","154765331.093143","204117025.936971","217796081.424845","255152499.957718","267159310.068466","244953320.102992","238677762.754649","273499587.519372","297119802.732851","331770720.982694","390450670.386612","470794123.045121","595403840.206051",
"Sub-Saharan Africa (excluding high income)","SSA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","236599899.3","283822326.7","279514373.8","423839386","653045936.874","1030562376.561","1095128180.3414","1483374111.5132","1926461314.3935","2596327524.6219","3345337851.2004","2907844312.4198","2626602300.3241","2699316580.066","2359137352.3817","2168038809.7323","2527321994.3006","2638610458.0829","2627316265.1369","2471004291.6468","2764936948.66249","2398226933.99302","2418682377.48762","2200637305.16945","1875898288.71555","1992283406.85821","1867916728.7335","2035467601.05777","2102519532.67237","2398173418.44325","2396142124.30073","2204737348.50453","2381179350.19164","2736186608.91053","2956942464.73291","3282263816.60326","3468589643.74988","4077258046.45616","4508430339.01875","4802345018.5549","5319243653.74188","6264323625.12787","8042464029.70946","8616881761.60251","9303065732.18189","11061942445.4975","9285949443.13367","8486600263.36696","8916213835.79214","8410304864.53965","8564345350.57809","8215879799.82791","3510874789.17628",
"South Sudan","SSD","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2401528.7938983","145950000","63790000","123080000","103490000","16020000","308260000","9710000","",
"Sub-Saharan Africa","SSF","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","236599899.3","283822326.7","279514373.8","423839386","653045936.874","1030562376.561","1095128180.3414","1483374111.5132","1926461314.3935","2596327524.6219","3345337851.2004","2907844312.4198","2626602300.3241","2699316580.066","2359137352.3817","2168038809.7323","2527321994.3006","2638610458.0829","2627316265.1369","2480244534.6048","2774731254.38905","2407784295.26561","2431975334.77054","2200695203.08898","1875977404.8564","1992556402.83152","1868278902.98627","2035825714.39733","2102999370.76265","2398449127.75991","2406246537.74767","2210345272.41686","2386073699.09475","2743501146.66471","2964868430.6809","3292221488.38577","3485918055.23164","4129462840.70769","4558951917.50397","4864444692.57306","5360464269.73502","6314542995.87117","8099422487.77724","8678041151.97837","9360727699.65603","11136156029.774","9348895085.95421","8554563764.4048","8991102069.212","8483667862.05764","8609203567.17341","8264785067.0669","3510874789.17628",
"Small states","SST","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","550000.0119","3589728.4936","4658345.5766","5640691.4593","3953010.9019","283535710.511","416482754.103","489550195.2446","683935404.9449","626241460.6637","680578389.579","668589447.1846","716696258.8377","695619236.6275","751661940.5312","1138445552.117","1143455667.4225","1071230371.6189","1082544594.3049","1128940730.681","850992805.628584","879999728.614474","885394121.780537","967025202.6162","995694335.965017","1192116335.26731","1206836019.06896","1304655292.31773","1377695714.90282","1537518744.07506","1721771484.01677","2077793040.05504","1898369447.18053","2420502973.09417","3114239760.7474","3211178375.54366","3550305543.87852","4044960747.51939","6029966307.47713","6014491583.08844","5994329644.84193","16881198564.2905","16910911873.7922","17569601120.6504","18764897846.2988","18791655825.7058","18909326902.2226","20564466509.2413","20573498307.8763","17870193173.9711","16120195476.7678","17587728003.7638","17427585781.0303",
"Sao Tome and Principe","STP","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","5531.7804","","158175.9751","156252.1756","195128.6048","226761.6689","235514.3577","425967.0377","780014.7533","365238.0705","184148.55","89033.4472","90000","","","","","","","930000","264120","688200","639086.7","654149.933500036","473602.5","553740.6","613567.5","476206.5","670648.480778376","692759.574669271","488079.388952471","546840","621861.3295125","600930.421324144","1313519.65665752","1073543.10175429","1441589.81466335","449656.200506205","575612.70524661","0","0","103605.327748143","2373286.69603432","6446503.56844241","",
"Suriname","SUR","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","14100000.38","15300000.19","14800000.19","17500000","14600000.38","15500000","15500000","13399999.62","9300000.191","7400000.095","6599999.905","9100000.381","7199999.809","8399999.619","10800000.19","14699999.81","5599999.905","2500000","2299999.952","2900000.095","2700000.048","2299999.952","2200000.048","1799999.952","2000000","22100000.38","28299999.24","13899999.62","9500000","4100000","6400000","8200000","4600000","1200000","2593598.58872948","12352687.24","18795263.3971166","22732215.0671308","32221024.1899684","40347661.6066499","79784983.7340216","82474416.7299634","71686379.4965379","77356721.0843254","105345911.520603","107380916.33888",
"Slovak Republic","SVK","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1511386.64334294","6000051.52287436","2567884.80686436","13104584.7067033","13726554.5171925","7761445.547367","7010208.72833359","6709550.4181655","10107141.6476943","11334953.1187335","15577226.624451","29130838.7356061","49933611.8496732","58975399.6636055","81855714.4677211","152694632.164503","138194945.368203","69924079.8701292","69738479.9262713","154175472.301488","175296635.371064","225507660.901963","239986534.061501","242256062.083076","271335496.022278","364298637.81272","511269955.022234","410588884.003348","441006641.338313","517415159.287583",
"Slovenia","SVN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600000","15700000","16100000","27000000","25100000","27200000","27300000","24900000","27100000","26600000","45200000","65200000","78700000","90500000","139836254.033068","247820855.092675","380087609.256278","246615391.299707","212118372.706493","219450580.593999","198961281.827074","211200410.007268","227660174.245279","200987733.117407","214512911.836612","251937300.909598","339017843.381777","364694718.998778","345670898.734414","418062747.107359","410984920.41955",
"Sweden","SWE","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","25129465.1","27312248.23","31496614.46","45795410.16","38293247.22","52878990.17","75855484.01","102375618","68632919.31","74751640.32","82767341.61","80939064.03","137167846.7","238071670.5","235559921.3","290195282","337915771.5","367125274.7","485333740.2","554538879.4","262490658.877334","359942396.634235","319111607.623451","245369933.463894","216302062.981028","317286477.589244","406091303.438062","384313304.855717","503213026.829756","484308456.154132","538812671.448013","578107476.292755","507652303.048786","567717314.725032","660148512.929358","728975390.251142","930169752.526702","1055652089.84896","1205758488.97882","1071467575.33418","1160032062.19267","1389946209.94135","1386645912.71772","1623582595.10772","1590873485.98532","2275887117.0832","2674566146.79319","3337510465.2697","3439935426.15566","3144696518.15744","2937970538.69081","3572590009.58044","3665900104.19732",
"Eswatini","SWZ","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","1034999.967","1264999.986","8050000.191","9503466.606","8731493.95","9812385.559","9762245.178","13104747.77","13150068.28","10436742.78","12603764.53","5451776.981","4574510.098","4384831.905","4096902.03991581","5142477.40659794","7573594.91844506","6645874.358843","5893604.20825552","3443536.61411299","3658228.11553454","2158438.09464561","1624373.80736428","6775367.42395464","20743452.5878042","26487653.6356489","21147363.3746375","38856179.3027066","4102672.06991664","7976785.80835451","16586307.9829468","7861622.49933112","6339630.08706943","10725156.3256689","11692037.2656644","27857280.6942317","49547870.5459065","27141111.141873","17501863.1815141","19330858.6353668","18849753.453243","19467166.5880362","24233542.4803235","26891451.2673029","24421403.3525575","40599677.0797733","40562436.1692301",
"Sint Maarten (Dutch part)","SXM","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105368715.083799","107849162.011173","107983240.223464","114089385.47486","107089385.47486","116374301.675978","104312849.162011","94097363.301676","99776723.027933","81396898.0837988","88392910.1564246","",
"Seychelles","SYC","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9240242.958","9794305.72656092","9557361.27259295","13292957.2829248","57897.9195347581","79116.1408465097","272995.973309394","362174.252764094","358113.339556105","479838.090276073","275709.316653928","10104413.4469371","5607923.91233524","4894348.90310887","7314537.75417776","7925965.94799098","9957671.78251653","17328411.4817604","52204794.2515306","50521578.4852202","62099674.0181596","41220615.9931378","50219370.7433015","56958458.0677787","61159390.3758634","57661967.4741376","74213584.2765219","62945642.8205388","67963501.0378496","74888233.4198638","73362997.51799","44858216.5953181","48905267.2389922","",
"Syrian Arab Republic","SYR","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12000000","11000000","15000000","20000000","25000000","29000000","28000000","29000000","30000000","35000000","40000000","42000000","40000000","235000000","249578160","209974280","211257375","530185085.525062","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81802000","85674000","95019100","108948400","129125500","","","","",
"Chad","TCD","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","11506853.1","8322407.722","8546380.043","4113034.248","592496.7527","663407.9218","2962741.137","6741096.497","10519452.1","17663574.22","25324705.12","35219280.24","31199815.75","38932687.8427467","38800893.0593683","46903606.2499675","40948207.2824501","15421339.3132209","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","42016.4354","48828.0915","214453.9356","4712150.6487","18192758.0615","43411784.2532","53271235.7732","73234311.8813","93737645.3927","108253594.6348","119863165.9183","155028169.0368","134708193.423","137879685.161","150898415.9484","165307990.5533","279558156.4611","376555694.7638","410172260.898","477723658.196125","305774797.52897","292340364.699802","347110343.88739","321567398.16635","1687146878.24348","1803119714.66037","2396307690.71225","3304387053.19803","1230355307.14667","1494433367.01888","1712259963.16958","5218160882.83978","5299276510.44378","8281579863.21112","9243157784.49809","9816937418.63059","11163791935.4544","12368693081.6877","15406617308.956","17039072306.3126","18640619792.979","19044980334.2015","20045907582.6204","24217356460.1896","26512934761.9251","27313896455.5165","36889985363.7827","39155379394.8944","42170839751.797","41095270945.3356","44943530562.3482","39572076804.8937",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5154000","411926000","770657000","924389982.042","957881012.794","840065110.355255","691744954.332492","958636778.279439","1862731637.48827","2504632244.3542","3748080061.01462","6992884905.46107","10957257563.0444","17675955175.8239","27869276341.1189","38770288644.6162","28839860306.8311","29862810174.8279","35814723475.0751","42831468469.7352","50210026229.8127","46892614900.1589","31492109921.0898","27578831950.148","34723796569.1116","37992000489.325","38644482801.8734","32836047520.0567","35865904589.9387","29180288960.2269",
"Togo","TGO","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","4881500.721","6065896.988","5812919.617","8156962.395","10937007.9","10069497.11","9191613.197","8317034.721","7781349.182","8287277.222","8124375.343","7389881.611","11071136.47","12341260.91","13644533.16","12824117.66","13428104.4106681","12654776.9250818","16245308.6488007","6049528.16514334","4075974.17260204","4900346.01548281","6800866.9182681","10391156.8557135","6053037.13616076","6054905.40168344","6727752.27493249","5295765.45100828","17030417.3564083","28325862.1980847","34292108.5007782","35415275.172048","38667705.0997514","47217734.830598","57860981.1718794","72291038.5572626","62850365.039172","92356768.0088219","153251451.616267","177984148.632779","153994596.939353","89431613.8935363","77823097.616674","86322608.0099445","98184891.0465106","102310758.206462","100728931.475861","","",
"Thailand","THA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","13494105.34","12696014.4","10833278.66","15879908.56","19540206.91","35397003.17","35704269.41","47391063.69","41086750.03","54394626.62","68969841","59374298.1","58762561.8","91089347.84","122093620.3","197948154.880759","53479264.659363","","","","","","","","","","","","","","","","","","3265400000","3026910000","2921350000","2893154437","3288960339.22959","3620432108.44106","3992380815.21228","4155202827.76699","4396768857.84787","4923627285.38676","8912892000.24464","7878509446.59947","7583522641.96769","6501222108.06083",
"Tajikistan","TJK","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13370900","64440600","118972100","68289513.9236","101469459.414","157517777.04","170624379.305","106075258.662","183618062.18","201178009.88","263465923.1098","240393237.045","303612594.02","165138264.25","87127370","215552296.85","252025144.01","190464767.39","108394959.67","166749288.78","223772742.49",
"Turkmenistan","TKM","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7250000","4400000.095","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","100000000","98438740.255","108479927.78","128245560.167","160831670.77","320130349.16","418713525.055","526450359.6469","711068329.334","669858336.461","999922565.704","1015008862.672","1261326652.6398","602493887.9324","688397594.5171","717827544.2751","665051643.8534","672891481.3388","730000282.1445","917837909.4079","1028792862.55786","1107158195.97049","1296699149.17436","1389753112.98153","1414197310.86177","1098174829.84891","1310886554.13058","1276222274.394","1445258298.43003","1492796673.95959","1973776301.31135","1978333204.32458","1871115556.80055","1785924593.52124","1943709222.49943","1999534589.42202","2458334830.91316","3193934531.1813","4005986960.59192","3917465483.55512","5467235263.88116","6143725767.86165","6437321454.62415","7723940866.07241","7740164202.78927","7529753172.7063","7591432847.09803","9684194141.97322","10255069313.4218","10398108017.6814","8853699419.23553","10013419222.4917","9231459246.90895",
"Timor-Leste","TLS","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","524060.412118421","3323008.37081739","15584032.863022","85570678.0589496","103374566.069872","104752310.554","107023350.42","7770793.38","27615779.9","158813100","237380400","265601245.9","285678509.31","293383664.29","397625978.042381","319030377.01","363540257.657",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","53300598.14","99174268.72","1053856391.86","1214555717.48","1146284696.66","1471001607.65","1919396723.17","1941263632.19","2443259281.18","1681610925.32","1263758153.94","865859404.602","766637154.599","731549594.861","657981575.014","697652298.080543","673224825.587221","837618924.018779","669275027.316658","734083816.14206","664095747.33321","618391922.851378","837793472.314562","625653983.80918","539535955.462603","828082343.355193","1053806700.68954","3659215157.32662","5219250058.10858","5694019366.31244","5646482956.80608","6157509523.86252","5086255002.47399","6723497990.28251","8566492876.35326","7941360482.00898","6414932627.32678","8671879824.4988","9977442999.96852","7794545405.09688","6784283452.45092","6741922840.23123","6828259067.28562","7654872135.27392","7461482185.27373","5676417665.4431","4299948226.41348","631079911.898913",
"Tonga","TON","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","42016.4354","48828.0915","214453.9356","142273.0237","103416.4205","354385.9422","494532.8832","565790.9513","637048.9597","708307.0278","779565.0363","850823.0448","1501176.953","1701748.133","979246.4972","2905546.904","3992139.339","982477.3669","1812820.315","860948.124454787","773626.724407048","1038676.82030917","1718659.87356893","","","","","","","","5629488.89389403","15253015.8470838","12714937.1193393","9662539.51839047","11020859.5153431","14110858.2260994","9222498.17226679","13334186.5099561","8834718.68784687","8115332.62583602","6163833.09890768","4555313.27013425","6827657.79969135","5694681.88389972","14221511.3670718","25551135.8577495","27134480.6764692","20924979.1586959","28880062.9202786","29091644.2674229","31130549.4504871","27699985.3757891",
"South Asia (IDA & IBRD)","TSA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","10265247.8217","12665988.5678","58077274.8265","11218762.9346","30544220.8245","17143435.5524","16035903.2897","43633020.9272","31533486.5934","35464182.3219","46001547.5103","70402382.973","99889487.323","105525824.2492","114459784.831646","69240688.7864694","87637728.6488307","290224395.631357","383879883.969181","472059677.992493","600156253.933588","228418393.90945","119937499.329337","124208979.406248","569638915.310752","1020322396.78259","1482922459.13927","1582688754.95309","2025195053.67979","1741788603.37744","2080127964.96598","2621971981.8363","4701189758.24969","4201177508.73203","5454460712.62864","5523767734.61771","6396540145.97654","8117762336.95202","8044180133.17898","6483025388.32666","7239640556.17464","8775459507.23376","8804725345.86118","9767356853.90275","9049099493.91331","9080819248.04336","11064694623.0654",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","236599899.3","283822326.7","279514373.8","423839386","653045936.874","1030562376.561","1095128180.3414","1483374111.5132","1926461314.3935","2596327524.6219","3345337851.2004","2907844312.4198","2626602300.3241","2699316580.066","2359137352.3817","2168038809.7323","2527321994.3006","2638610458.0829","2627316265.1369","2480244534.6048","2774731254.38905","2407784295.26561","2431975334.77054","2200695203.08898","1875977404.8564","1992556402.83152","1868278902.98627","2035825714.39733","2102999370.76265","2398449127.75991","2406246537.74767","2210345272.41686","2386073699.09475","2743501146.66471","2964868430.6809","3292221488.38577","3485918055.23164","4129462840.70769","4558951917.50397","4864444692.57306","5360464269.73502","6314542995.87117","8099422487.77724","8678041151.97837","9360727699.65603","11136156029.774","9348895085.95421","8554563764.40481","8991102069.212","8483667862.05764","8609203567.17341","8264785067.0669","3510874789.17628",
"Trinidad and Tobago","TTO","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","11752247.81","8046682.358","11375000","14708333.02","17458333.97","31416666.03","51500000","59958332.06","73875000","80125000","53673469.54","28694444.66","21000000","24507316.59","19482353.21","2000000","2752941.17647059","3788235.29411765","1495020.64685806","1316471.43460927","1311410.17926108","","","","","","","","","","","","","","","","200801102.097946","223359863.777552","215938588.68501","253005294.702057","289580106.26014","372027289.650098","378969976.474791","358572056.458286","251772738.316974","265798076.426376","195912826.368675","170713961.902321",
"Tunisia","TUN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","20990030.29","23312740.33","28834312.44","22142263.41","22224737.17","22276037.22","16929426.19","16205863.95","15447328.57","16776596.07","8815796.852","9654110.909","5828836.441","9480462.074","5692599.62049336","5407622.04326999","7914672.29487808","6973905.96850117","10874355.8797724","21147237.642083","11300499.1053772","19893149.6733455","7903576.36830666","7587093.51092752","21157330.2853808","20921483.6181655","12941948.7948983","17152281.4733371","12926881.4902044","15646275.9807826","16453485.0960726","15218225.4508562","15744942.7487369","12886263.9092037","13343579.7121699","19037020.374821","18439178.9870189","19573346.1907376","28450675.1881249","26457656.27987","27420431.0920067","29263151.3686103","26975291.5396821","26274238.0698147","22934488.552016","26910322.7807333","",
"Turkiye","TUR","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108000000","124000000","124000000","126000000","157000000","190000000","268000000","404000000","689000000","815000000","850000000","1108000000","631000000","627000000","678000000","521000000","631000000","731000000",
"Tuvalu","TUV","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","371358.341403999","434649.733437468","302221.751426932","498620.153299957","704863.532921635","1223669.05123356","1358076.60204716","1368083.91362031","1383529.5246065","1911742.93818932","2390233.42330317","2662843.81113496","1304445.22694797","1235771.37668093","1060314.27569072","1060232.72567148","1101889.61184529","1190195.61982389","1234651.66505075","1354769.84450338","1410521.73328435","",
